1,25.77236505614.07210517175
2,28.30690418343.09371576715
3,20.28408320313.21258687339
4,22.64782440772.53544292519
5,24.76892494754.42805396392
6,21.01436814641.99614201747
7,14.76360921082.81129397968
8,21.91374490673.21441558424
9,24.82662839212.92545800565
10,31.34746419661.5930993763
11,21.59345988811.96324071705
12,25.64558244062.47458488327
13,20.09099566922.47853957108
14,28.49360183810.896091432523
15,30.10046194821.73813123354
16,27.8932259572.36761262651
18,26.79093292221.01548110317
20,23.36460009023.1408609796
21,24.96025953562.59219793595
22,28.08697722791.93542357912
23,18.37864072472.82794760491
24,18.25407445252.51908853243
25,23.13126195631.65411610526
26,25.71413629212.96491549453
27,24.51208185363.22710585492
28,22.01711712021.65623544378
29,19.52852404952.14198930133
30,18.5524338112.15156978747
31,23.6676288011.96043180092
32,30.44995998110.891468430952
33,30.02568768921.51439972056
34,23.80527214522.04676018881
35,27.3950750361.36621984494
37,29.06502559041.02312150753
38,25.19103610012.23026287714
39,16.4078447042.82691982734
40,23.84672434791.9874774605
41,27.17573022641.49203028217
42,24.26832006892.91492704754
43,27.71665006962.06188036382
44,16.99302819613.1663102019
45,23.35619434321.92064534348
46,23.89131418941.67246256318
47,23.35321546674.33140443775
48,28.72874935331.90724132584
49,21.69628686972.93639716893
50,27.82102930961.10072905125
51,22.27973830972.63116250779
52,28.11944259781.29211822157
53,22.60619064722.60284665186
54,29.75333277371.18627704862
55,22.76740427721.97320696384
56,24.3821288162.13886824024
57,22.44296634721.38776639799
59,23.55860529042.18215108816
60,27.0820337693.08271800101
61,29.15817078041.95772444456
62,28.60676348461.31274796746
64,18.26576026913.04793861739
65,25.85502597653.01949506963
66,26.00722483091.16434513816
67,26.24295226851.06820678622
68,18.20967071573.32800636482
69,19.47715423551.96842075069
70,29.72687716010.988290934388
71,23.41878073612.23195757455
72,22.77178195121.80675513493
74,24.46268784742.20945304966
76,24.47498569445.81483237645
78,26.25091319431.78673426456
79,24.37479714411.86120619539
81,16.04593553981.65612529765
83,20.14264201323.69037623818
84,23.01121164352.26505174841
85,20.48661647834.40119604755
86,29.69357301164.46370910956
87,21.70040601533.90978164143
88,26.63181192742.73333115099
89,32.17943133660.817528277727
90,25.65526189842.76970421149
93,22.93767276382.54027692373
95,25.30191087863.63564027792
96,21.68391539083.01141490769
97,26.70689536341.33211984321
98,24.63450516491.91960439974
99,24.11369444132.13968608462
100,25.55385400772.62546204911
101,18.55266785861.78114025969
102,31.34043940111.33267666109
103,24.31901505581.01856372247
104,24.25264567493.18196052822
106,23.19072043033.32284838646
107,24.12615607412.76238005234
108,19.92863513062.34339887121
109,25.93175288122.71412392259
110,23.49723335514.12603435623
112,21.12940962282.50308700823
113,23.51067257642.50696292533
114,23.23827147462.5090693556
115,25.29252855391.91224311004
116,28.28733878491.76746513086
117,23.93330806462.83884881958
